zone_profile_id,botanical_entry_id,match_status,match_candidates,botanical_link,common_names,growth_habit,forest_garden_layer,lifespan,native_region,climate_band_prefers,hardiness_class,outdoor_suitability,greenhouse_zone,indoor_container_use,soil_type,soil_moisture,soil_functions,sun_exposure,humidity_preference,root_depth_type,spread_pattern,companion_plants,incompatible_with,guild_roles,foraging_habitat,harvest_window,planting_sowing_window,yield_regrowth,propagation_methods,conservation_status,foraging_cautions,wildlife_supported,notes,branch_id,country,region,zone,microclimate_tags,production_mode,source_table,source_row
BRWM-00253,BOT-BR-0093,matched_source_id,BOT-BR-0093:Goiaba — Paluma,Goiaba — Paluma,Goiaba — Paluma,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,254
BRWM-00254,BOT-BR-0093,matched_source_id,BOT-BR-0093:Goiaba — Paluma,Goiaba — Paluma,Goiaba — Paluma,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,255
BRWM-00255,BOT-BR-0094,matched_source_id,BOT-BR-0094:Goiaba — Pedro Sato,Goiaba — Pedro Sato,Goiaba — Pedro Sato,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,256
BRWM-00256,BOT-BR-0094,matched_source_id,BOT-BR-0094:Goiaba — Pedro Sato,Goiaba — Pedro Sato,Goiaba — Pedro Sato,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,257
BRWM-00257,BOT-BR-0094,matched_source_id,BOT-BR-0094:Goiaba — Pedro Sato,Goiaba — Pedro Sato,Goiaba — Pedro Sato,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,258
BRWM-00258,BOT-BR-0094,matched_source_id,BOT-BR-0094:Goiaba — Pedro Sato,Goiaba — Pedro Sato,Goiaba — Pedro Sato,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,259
BRWM-00259,BOT-BR-0095,matched_source_id,BOT-BR-0095:Goiaba — Rica,Goiaba — Rica,Goiaba — Rica,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,260
BRWM-00260,BOT-BR-0095,matched_source_id,BOT-BR-0095:Goiaba — Rica,Goiaba — Rica,Goiaba — Rica,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,261
BRWM-00261,BOT-BR-0095,matched_source_id,BOT-BR-0095:Goiaba — Rica,Goiaba — Rica,Goiaba — Rica,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,262
BRWM-00262,BOT-BR-0095,matched_source_id,BOT-BR-0095:Goiaba — Rica,Goiaba — Rica,Goiaba — Rica,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,263
BRWM-00263,BOT-BR-0096,matched_source_id,BOT-BR-0096:Goiaba — Sassaoka,Goiaba — Sassaoka,Goiaba — Sassaoka,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,264
BRWM-00264,BOT-BR-0096,matched_source_id,BOT-BR-0096:Goiaba — Sassaoka,Goiaba — Sassaoka,Goiaba — Sassaoka,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,265
BRWM-00265,BOT-BR-0096,matched_source_id,BOT-BR-0096:Goiaba — Sassaoka,Goiaba — Sassaoka,Goiaba — Sassaoka,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,266
BRWM-00266,BOT-BR-0096,matched_source_id,BOT-BR-0096:Goiaba — Sassaoka,Goiaba — Sassaoka,Goiaba — Sassaoka,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,267
BRWM-00267,BOT-BR-0097,matched_source_id,BOT-BR-0097:Goiaba — Século XXI,Goiaba — Século XXI,Goiaba — Século XXI,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,268
BRWM-00268,BOT-BR-0097,matched_source_id,BOT-BR-0097:Goiaba — Século XXI,Goiaba — Século XXI,Goiaba — Século XXI,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,269
BRWM-00269,BOT-BR-0097,matched_source_id,BOT-BR-0097:Goiaba — Século XXI,Goiaba — Século XXI,Goiaba — Século XXI,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,270
BRWM-00270,BOT-BR-0097,matched_source_id,BOT-BR-0097:Goiaba — Século XXI,Goiaba — Século XXI,Goiaba — Século XXI,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,271
BRWM-00271,BOT-BR-0098,matched_source_id,BOT-BR-0098:Goiaba — Tailandesa,Goiaba — Tailandesa,Goiaba — Tailandesa,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Northeast,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,272
BRWM-00272,BOT-BR-0098,matched_source_id,BOT-BR-0098:Goiaba — Tailandesa,Goiaba — Tailandesa,Goiaba — Tailandesa,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,273
BRWM-00273,BOT-BR-0098,matched_source_id,BOT-BR-0098:Goiaba — Tailandesa,Goiaba — Tailandesa,Goiaba — Tailandesa,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,274
BRWM-00274,BOT-BR-0098,matched_source_id,BOT-BR-0098:Goiaba — Tailandesa,Goiaba — Tailandesa,Goiaba — Tailandesa,Tree,,,Brazil,Managed tropical / subtropical,,Brazil-bred cultivar,,,Managed orchard soils,,,Managed commercial cultivation,,,,,,,Orchard / plantation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Nationwide managed orchards,orchard management;full sun,Cultivated orchard,Brazil_Working_Master,275
BRWM-00275,BOT-BR-0099,matched_source_id,BOT-BR-0099:Goiaba-serrana / Feijoa,Goiaba-serrana / Feijoa,Goiaba-serrana / Feijoa,Tree,,,Brazil,Subtropical humid;Highland mild,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,South Subtropical Humid,cooler subtropical;well-drained,Cultivated orchard,Brazil_Working_Master,276
BRWM-00276,BOT-BR-0099,matched_source_id,BOT-BR-0099:Goiaba-serrana / Feijoa,Goiaba-serrana / Feijoa,Goiaba-serrana / Feijoa,Tree,,,Brazil,Subtropical humid;Highland mild,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,South Pampa / Cooler,cooler subtropical;well-drained,Cultivated orchard,Brazil_Working_Master,277
BRWM-00277,BOT-BR-0099,matched_source_id,BOT-BR-0099:Goiaba-serrana / Feijoa,Goiaba-serrana / Feijoa,Goiaba-serrana / Feijoa,Tree,,,Brazil,Subtropical humid;Highland mild,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Highland Mild,cooler subtropical;well-drained,Cultivated orchard,Brazil_Working_Master,278
BRWM-00278,BOT-BR-0100,matched_source_id,BOT-BR-0100:Grumixama,Grumixama,Grumixama,Tree,,,Brazil,Atlantic humid;Subtropical humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Atlantic Humid,humid subtropical orchard,Cultivated orchard,Brazil_Working_Master,279
BRWM-00279,BOT-BR-0100,matched_source_id,BOT-BR-0100:Grumixama,Grumixama,Grumixama,Tree,,,Brazil,Atlantic humid;Subtropical humid,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,South Subtropical Humid,humid subtropical orchard,Cultivated orchard,Brazil_Working_Master,280
BRWM-00280,BOT-BR-0101,matched_source_id,BOT-BR-0101:Guabiroba,Guabiroba,Guabiroba,Tree,,,Brazil,Subtropical humid;Tropical highland,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,South Subtropical Humid,well-drained;full sun,Cultivated orchard,Brazil_Working_Master,281
BRWM-00281,BOT-BR-0101,matched_source_id,BOT-BR-0101:Guabiroba,Guabiroba,Guabiroba,Tree,,,Brazil,Subtropical humid;Tropical highland,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Highland Mild,well-drained;full sun,Cultivated orchard,Brazil_Working_Master,282
BRWM-00282,BOT-BR-0101,matched_source_id,BOT-BR-0101:Guabiroba,Guabiroba,Guabiroba,Tree,,,Brazil,Subtropical humid;Tropical highland,,Native to Brazil,,,Well-drained;organic matter,,,Full sun to partial sun; moisture according to species,,,,,,,Managed orchard;agroforestry;forest edge,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Central-West Cerrado Seasonal,well-drained;full sun,Cultivated orchard,Brazil_Working_Master,283
BRWM-00283,BOT-BR-0102,matched_source_id,BOT-BR-0102:Guaco,Guaco,Guaco,Vine,,,Brazil,Tropical to subtropical,,Native to Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Southeast Atlantic Humid,trellised;well-drained,Managed medicinal crop,Brazil_Working_Master,284
BRWM-00284,BOT-BR-0102,matched_source_id,BOT-BR-0102:Guaco,Guaco,Guaco,Vine,,,Brazil,Tropical to subtropical,,Native to Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Southeast,Managed medicinal crops,trellised;well-drained,Managed medicinal crop,Brazil_Working_Master,285
BRWM-00285,BOT-BR-0102,matched_source_id,BOT-BR-0102:Guaco,Guaco,Guaco,Vine,,,Brazil,Tropical to subtropical,,Native to Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,Managed medicinal crops,trellised;well-drained,Managed medicinal crop,Brazil_Working_Master,286
BRWM-00286,BOT-BR-0102,matched_source_id,BOT-BR-0102:Guaco,Guaco,Guaco,Vine,,,Brazil,Tropical to subtropical,,Native to Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,Central-West,Managed medicinal crops,trellised;well-drained,Managed medicinal crop,Brazil_Working_Master,287
BRWM-00287,BOT-BR-0103,matched_source_id,BOT-BR-0103:Guaco-do-mato,Guaco-do-mato,Guaco-do-mato,Vine,,,Brazil,Subtropical humid;Atlantic humid,,Native to Brazil,,,Well-drained;organic matter,,,Managed cultivation;part sun to full sun,,,,,,,Cultivated beds;forest edge;secondary vegetation,,,,,Not reviewed,,,Fill only from source-backed regional data; legacy Season is summary only.,branch_brazil,Brazil,South,South Subtropical Humid,trellised;well-drained,Managed medicinal crop,Brazil_Working_Master,288
